Reference Year,Local Government,Waste Resource Recovery Group WRRG,Garbage Annual Tonnes Collected,Recycling Annual Tonnes Collected,Recycling Annual Tonnes  Processed sorted,Organics Annual Tonnes Collected,Organics Annual Tonnes Processed,Total Annual Tonnes of Waste Collected,Total Annual Tonnes of Waste Processed Sorted
2012-2013,Towong Shire Council,North East ,1450.0,650.0,650.0,0.0,0.0,2100.0,650.0
2012-2013,Wangaratta Rural City Council,North East ,7217.7002,3301.6699,3161.8501,0.0,0.0,10519.3701,3161.8501
2012-2013,Warrnambool City Council,Barwon South West ,6052.0,3884.0,3884.0,0.0,0.0,9936.0,3884.0
2012-2013,Wellington Shire Council,Gippsland ,6441.0,4609.7202,4148.77,0.0,0.0,11050.7202,4148.77
2012-2013,West Wimmera Shire Council,Grampians Central West ,989.59,160.46,160.46,0.0,0.0,1150.05,160.46
2012-2013,Whitehorse City Council,Metropolitan ,29904.0,18138.9492,16615.3301,10183.0,10183.0,58225.9492,26798.3301
2012-2013,Whittlesea City Council,Metropolitan ,34332.4492,16876.8398,14463.4502,10028.639799999999,10028.639799999999,61237.9288,24492.089999999997
2012-2013,Wodonga City Council,North East ,7480.7998,3583.1001,3249.0,2567.0,2567.0,13630.8999,5816.0
2012-2013,Wyndham City Council,Metropolitan ,37470.0,16956.9004,16956.9004,5605.4,5605.4,60032.3004,22562.3004
2012-2013,Yarra City Council,Metropolitan ,14458.0,9023.0,8326.1504,304.0,304.0,23785.0,8630.1504
2012-2013,Yarra Ranges Shire Council,Metropolitan ,28953.0,17227.0,15527.0,8219.0,8219.0,54399.0,23746.0
2012-2013,Yarriambiack Shire Council,Grampians Central West ,2030.0,642.0,600.0,0.0,0.0,2672.0,600.0
2013-2014,Alpine Shire Council,North East ,2777.0,1573.0,1510.0,0.0,0.0,4350.0,1510.0
2013-2014,Ararat Rural City Council,Grampians Central West ,1797.0,1812.0,1812.0,0.0,0.0,3609.0,1812.0
2013-2014,Ballarat City Council,Grampians Central West ,22641.0,10202.0,8570.0,832.0,832.0,33675.0,9402.0
2013-2014,Banyule City Council,Metropolitan ,20181.0,13407.0,12443.0,10565.0,10565.0,44153.0,23008.0
2013-2014,Bass Coast Shire Council,Gippsland ,7924.2998,4775.46,3326.3601,0.0,0.0,12699.7598,3326.3601
2013-2014,Baw Baw Shire Council,Gippsland ,7994.0,4413.8101,3975.6201,4498.0,4453.0,16905.8101,8428.6201
2013-2014,Bayside City Council,Metropolitan ,20211.4102,11604.0195,11604.0195,10178.0,10178.0,41993.4297,21782.019500000002
2013-2014,Benalla Rural City Council,North East ,3500.0,2100.0,2080.0,0.0,0.0,5600.0,2080.0
2013-2014,Boroondara City Council,Metropolitan ,36937.0,20902.2598,20379.6992,20308.64,20308.64,78147.8998,40688.3392
2013-2014,Brimbank City Council,Metropolitan ,41350.0,15673.0,7633.0,10822.0,10822.0,67845.0,18455.0
2013-2014,Buloke Shire Council,Loddon Mallee ,1536.0,805.0,805.0,0.0,0.0,2341.0,805.0
2013-2014,Campaspe Shire Council,Goulburn Valley ,9250.0,4400.0,4400.0,1300.0,1300.0,14950.0,5700.0
2013-2014,Cardinia Shire Council,Metropolitan ,16230.1201,8432.4805,8432.4805,5363.0098,5363.0098,30025.610399999998,13795.4903
2013-2014,Casey City Council,Metropolitan ,50768.5117,26722.0,26722.0,32134.1406,32134.1406,109624.6523,58856.1406
2013-2014,Central Goldfields Shire Council,Grampians Central West ,2490.0,1390.1,1320.5,278.0,278.0,4158.1,1598.5
2013-2014,Colac Otway Shire Council,Barwon South West ,3756.0,1985.0,1826.2,2407.0,2285.0,8148.0,4111.2
2013-2014,Corangamite Shire Council,Barwon South West ,1951.0,1405.301,1405.0,1628.0,1628.0,4984.3009999999995,3033.0
2013-2014,Darebin City Council,Metropolitan ,24633.0,13891.0303,13891.0303,10823.0,10823.0,49347.0303,24714.0303
2013-2014,East Gippsland Shire Council,Gippsland ,6897.0,3480.3601,3178.27,4072.0,4072.0,14449.3601,7250.27
2013-2014,Frankston City Council,Metropolitan ,24519.0,15763.0,14421.4502,13499.0,13499.0,53781.0,27920.4502
2013-2014,Gannawarra Shire Council,Loddon Mallee ,2247.0,1371.5,1371.5,0.0,0.0,3618.5,1371.5
2013-2014,Glen Eira City Council,Metropolitan ,26223.0,13321.4404,13321.4404,9350.58,9350.58,48895.0204,22672.0204
2013-2014,Glenelg Shire Council,Barwon South West ,2922.4199,1430.46,1092.6899,0.0,0.0,4352.8799,1092.6899
2013-2014,Golden Plains Shire Council,Grampians Central West ,5341.0,1710.0,1710.0,0.0,0.0,7051.0,1710.0
2013-2014,Greater Bendigo City Council,Loddon Mallee ,27340.0,10429.0,9525.0,0.0,0.0,37769.0,9525.0
2013-2014,Greater Dandenong City Council,Metropolitan ,31174.0,11758.0,11758.0,14815.0,13439.0,57747.0,25197.0
2013-2014,Greater Geelong City Council,Barwon South West ,44093.0,27057.5996,27057.5996,32603.0,32603.0,103753.5996,59660.5996
2013-2014,Greater Shepparton City Council,Goulburn Valley ,12519.8398,8108.0,8108.0,8000.0,7840.0,28627.8398,15948.0
2013-2014,Hepburn Shire Council,Grampians Central West ,1685.0,1108.74,1108.74,0.0,0.0,2793.74,1108.74
2013-2014,Hindmarsh Shire Council,Grampians Central West ,1524.0,589.96,483.75,0.0,0.0,2113.96,483.75
2013-2014,Hobsons Bay City Council,Metropolitan ,18564.5391,10261.1904,9899.3799,8120.3301,8005.3799,36946.0596,17904.7598
2013-2014,Horsham Rural City Council,Grampians Central West ,5631.0,1257.0699,999.89,0.0,0.0,6888.0699,999.89
2013-2014,Hume City Council,Metropolitan ,40766.0,16061.0,14419.0,6073.0,6073.0,62900.0,20492.0
2013-2014,Indigo Shire Council,North East ,3028.0,1514.9301,1514.9301,535.0,535.0,5077.9301,2049.9301
2013-2014,Kingston City Council,Metropolitan ,29864.0,15398.0,14498.0,14830.0,14818.0,60092.0,29316.0
2013-2014,Knox City Council,Metropolitan ,28728.0,17082.0,16580.0,19157.0,19157.0,64967.0,35737.0
2013-2014,Latrobe City Council,Gippsland ,14591.3799,8373.0,7400.0,9392.0,9382.0,32356.3799,16782.0
2013-2014,Loddon Shire Council,Loddon Mallee ,2100.0,824.22,824.22,0.0,0.0,2924.2200000000003,824.22
2013-2014,Macedon Ranges Shire Council,Loddon Mallee ,8807.1602,4924.7598,4924.7598,2700.0,2700.0,16431.92,7624.7598
2013-2014,Manningham City Council,Metropolitan ,21443.0605,12884.71,12884.71,15480.940200000001,15480.940200000001,49808.710699999996,28365.6502
2013-2014,Mansfield Shire Council,North East ,2446.1599,1150.0,1050.0,0.0,0.0,3596.1599,1050.0
2013-2014,Maribyrnong City Council,Metropolitan ,17253.0,8000.0,8000.0,1800.0,1800.0,27053.0,9800.0
2013-2014,Maroondah City Council,Metropolitan ,19790.0,10412.0,10412.0,13477.0,13477.0,43679.0,23889.0
2013-2014,Melbourne City Council,Metropolitan ,24556.2402,7473.0,6456.6699,49.06,49.06,32078.3002,6505.7299
2013-2014,Melton Shire Council,Metropolitan ,22785.0,11277.0,10431.0,5870.0,5733.0,39932.0,16164.0
2013-2014,Mildura Rural City Council,Loddon Mallee ,10556.3896,3488.0,3488.0,0.0,0.0,14044.3896,3488.0
2013-2014,Mitchell Shire Council,Goulburn Valley ,7050.0,3790.0,3790.0,0.0,0.0,10840.0,3790.0
2013-2014,Moira Shire Council,Goulburn Valley ,5335.9102,2960.2,2960.2,0.0,0.0,8296.1102,2960.2
2013-2014,Monash City Council,Metropolitan ,31628.0,16675.6895,16675.6895,20437.0,20437.0,68740.68950000001,37112.6895
2013-2014,Moonee Valley City Council,Metropolitan ,23461.0,12077.0,10869.0,6849.0,6849.0,42387.0,17718.0
2013-2014,Moorabool Shire Council,Grampians Central West ,5496.3701,2990.8501,2770.8501,0.0,0.0,8487.2202,2770.8501
2013-2014,Moreland City Council,Metropolitan ,32571.4004,16550.9492,14135.6299,8915.0,8747.0,58037.3496,22882.6299
2013-2014,Mornington Peninsula Shire Council,Metropolitan ,30947.0996,22552.4805,22552.4805,6752.4,6752.4,60251.9801,29304.880500000003
2013-2014,Mount Alexander Shire Council,Loddon Mallee ,3058.3201,1722.98,1550.98,0.0,0.0,4781.3001,1550.98
2013-2014,Moyne Shire Council,Barwon South West ,1730.0,1330.0,0.0,1300.0,1300.0,4360.0,1300.0
2013-2014,Murrindindi Shire Council,Goulburn Valley ,2251.0,1524.84,1524.84,0.0,0.0,3775.84,1524.84
2013-2014,Nillumbik Shire Council,Metropolitan ,6243.5801,7694.2002,7694.2002,7135.0,1056.0,21072.7803,8750.2002
2013-2014,Northern Grampians Shire Council,Grampians Central West ,2349.0,1205.0,1205.0,0.0,0.0,3554.0,1205.0
2013-2014,Port Phillip City Council,Metropolitan ,21404.0,11522.0,10255.0,0.0,0.0,32926.0,10255.0
2013-2014,Pyrenees Shire Council,Grampians Central West ,969.36,380.0,330.0,90.0,90.0,1439.3600000000001,420.0
2013-2014,Queenscliffe Borough Council,Barwon South West ,1299.0,504.0,504.0,101.34,101.34,1904.34,605.34
2013-2014,South Gippsland Shire Council,Gippsland ,4000.0,1999.95,1840.0,0.0,0.0,5999.95,1840.0
2013-2014,Southern Grampians Shire Council,Barwon South West ,3500.0,1631.0,1631.0,320.0,320.0,5451.0,1951.0
2013-2014,Stonnington City Council,Metropolitan ,20974.0,10236.0,9921.0,3780.0,3780.0,34990.0,13701.0
2013-2014,Strathbogie Shire Council,Goulburn Valley ,1734.0,874.33,874.33,0.0,0.0,2608.33,874.33
2013-2014,Surf Coast Shire Council,Barwon South West ,5935.54,4269.79,4269.79,2989.3799,2989.3799,13194.7099,7259.1699
2013-2014,Swan Hill Rural City Council,Loddon Mallee ,3914.45,1843.29,1359.61,207.66,207.66,5965.4,1567.27
2013-2014,Towong Shire Council,North East ,1722.0,652.18,600.0,0.0,0.0,2374.18,600.0
2013-2014,Wangaratta Rural City Council,North East ,8249.0195,3420.49,3219.6899,0.0,0.0,11669.5095,3219.6899
2013-2014,Warrnambool City Council,Barwon South West ,5721.0,3540.0,2935.0,0.0,0.0,9261.0,2935.0
2013-2014,Wellington Shire Council,Gippsland ,6879.0,6207.98,5587.1802,0.0,0.0,13086.98,5587.1802
2013-2014,West Wimmera Shire Council,Grampians Central West ,953.0,180.0,162.0,0.0,0.0,1133.0,162.0
2013-2014,Whitehorse City Council,Metropolitan ,28763.0,18045.0,16529.0,12901.0,12901.0,59709.0,29430.0
2013-2014,Whittlesea City Council,Metropolitan ,34974.0,17565.0,14790.0,11338.0,11338.0,63877.0,26128.0
2013-2014,Wodonga City Council,North East ,7906.0,3779.0,3023.0,2759.0,2759.0,14444.0,5782.0
2013-2014,Wyndham City Council,Metropolitan ,40187.0,17440.0,17440.0,6665.7,6665.7,64292.7,24105.7
2013-2014,Yarra City Council,Metropolitan ,15338.0,9210.9004,8501.7002,363.0,363.0,24911.9004,8864.7002
2013-2014,Yarra Ranges Shire Council,Metropolitan ,29390.0,17089.0,15005.0,8827.0,8827.0,55306.0,23832.0
2013-2014,Yarriambiack Shire Council,Grampians Central West ,1726.0,583.0,558.0,0.0,0.0,2309.0,558.0
2014-2015,Alpine Shire Council,North East ,1748.0,1619.1,1516.25,0.0,0.0,3367.1,1516.25
2014-2015,Ararat Rural City Council,Grampians Central West ,1779.0,662.6,662.6,0.0,0.0,2441.6,662.6
2014-2015,Ballarat City Council,Grampians Central West ,24529.6406,10549.4697,10285.7305,0.0,0.0,35079.1103,10285.7305
2014-2015,Banyule City Council,Metropolitan ,20148.0,12900.7803,11868.7402,9494.0,9494.0,42542.7803,21362.7402
2014-2015,Bass Coast Shire Council,Gippsland ,8015.0,4311.1899,3055.8301,0.0,0.0,12326.189900000001,3055.8301
2014-2015,Baw Baw Shire Council,Gippsland ,8240.0,4441.3501,4072.5601,4927.0,4877.73,17608.3501,8950.2901
2014-2015,Bayside City Council,Metropolitan ,20218.5605,11612.5498,11612.5498,9984.619900000002,9984.619900000002,41815.730200000005,21597.169700000002
2014-2015,Benalla Rural City Council,North East ,3281.3899,1989.48,1989.48,0.0,0.0,5270.8699,1989.48
2014-2015,Boroondara City Council,Metropolitan ,37394.0,20033.8398,19533.0,18075.4,18075.4,75503.2398,37608.4
2014-2015,Brimbank City Council,Metropolitan ,41904.0,16088.0,12806.0,9578.0,9578.0,67570.0,22384.0
2014-2015,Buloke Shire Council,Loddon Mallee ,2139.0,845.0,845.0,0.0,0.0,2984.0,845.0
2014-2015,Campaspe Shire Council,Goulburn Valley ,8344.0,4188.0,4188.0,1352.0,1352.0,13884.0,5540.0
2014-2015,Cardinia Shire Council,Metropolitan ,16960.1602,8726.6201,8726.6201,5887.0,5887.0,31573.7803,14613.6201
2014-2015,Casey City Council,Metropolitan ,52370.2383,26608.0,26608.0,32236.2201,32236.2201,111214.45839999999,58844.2201
2014-2015,Central Goldfields Shire Council,Grampians Central West ,2364.0,1368.2,1299.8,282.41,282.41,4014.6099999999997,1582.21
2014-2015,Colac Otway Shire Council,Barwon South West ,3692.0,1996.87,1836.27,2603.0,2603.0,8291.869999999999,4439.27
2014-2015,Corangamite Shire Council,Barwon South West ,1813.0,1343.0,1050.23,1475.0,1475.0,4631.0,2525.23
2014-2015,Darebin City Council,Metropolitan ,26454.0,14363.79,12382.6299,10238.0,10238.0,51055.79,22620.6299
2014-2015,East Gippsland Shire Council,Gippsland ,7111.2798,4234.2998,4064.9299,4173.73,4173.73,15519.3096,8238.659899999999
2014-2015,Frankston City Council,Metropolitan ,24830.0,15957.0,15262.8701,13301.0,13301.0,54088.0,28563.8701
2014-2015,Gannawarra Shire Council,Loddon Mallee ,2275.0,1133.79,1133.79,100.0,0.0,3508.79,1133.79
2014-2015,Glen Eira City Council,Metropolitan ,31119.0,13394.0,13394.0,10665.46,10656.39,55178.46,24050.39
2014-2015,Glenelg Shire Council,Barwon South West ,2966.0,2059.48,1729.48,0.0,0.0,5025.48,1729.48
2014-2015,Golden Plains Shire Council,Grampians Central West ,5533.0,1637.02,1537.02,0.0,0.0,7170.02,1537.02
2014-2015,Greater Bendigo City Council,Loddon Mallee ,27510.0,10156.0,9196.0,0.0,0.0,37666.0,9196.0
2014-2015,Greater Dandenong City Council,Metropolitan ,29826.0,12022.0,10508.0,13597.0,12749.0,55445.0,23257.0
2014-2015,Greater Geelong City Council,Barwon South West ,45000.0,27035.6309,27035.6309,29557.0,29557.0,101592.6309,56592.630900000004
2014-2015,Greater Shepparton City Council,Goulburn Valley ,14172.4502,9772.21,9772.21,6623.6001,6313.3999,30568.260299999998,16085.6099
2014-2015,Hepburn Shire Council,Grampians Central West ,2203.0,1485.0,1109.0,0.0,0.0,3688.0,1109.0
2014-2015,Hindmarsh Shire Council,Grampians Central West ,1486.0,496.0,404.0,0.0,0.0,1982.0,404.0
2014-2015,Hobsons Bay City Council,Metropolitan ,18669.3809,10114.8301,9458.7402,7110.98,7110.98,35895.191,16569.7202
2014-2015,Horsham Rural City Council,Grampians Central West ,5558.0,1515.1,1226.854,0.0,0.0,7073.1,1226.854
2014-2015,Hume City Council,Metropolitan ,42755.8789,16345.0,14629.0,5119.54,5119.54,64220.418900000004,19748.54
2014-2015,Indigo Shire Council,North East ,3130.0,1469.0,1469.0,553.0,553.0,5152.0,2022.0
2014-2015,Kingston City Council,Metropolitan ,30480.0,15440.0,14514.0,14156.9,14018.9,60076.9,28532.9
2014-2015,Knox City Council,Metropolitan ,28308.0,16330.0,15744.0,19274.0,19274.0,63912.0,35018.0
2014-2015,Latrobe City Council,Gippsland ,14902.0,6252.25,5553.8301,9202.0,9202.0,30356.25,14755.8301
2014-2015,Loddon Shire Council,Loddon Mallee ,1746.5699,607.0,607.0,0.0,0.0,2353.5699,607.0
2014-2015,Macedon Ranges Shire Council,Loddon Mallee ,8408.6602,4532.1001,4532.1001,2483.5601,2428.73,15424.3204,6960.830099999999
2014-2015,Manningham City Council,Metropolitan ,22015.7207,12475.1797,12475.1797,14342.1904,14342.1904,48833.0908,26817.3701
2014-2015,Mansfield Shire Council,North East ,2423.3799,1136.86,1036.86,0.0,0.0,3560.2398999999996,1036.86
2014-2015,Maribyrnong City Council,Metropolitan ,19504.2793,7835.6201,7835.6201,2011.3199,2011.3199,29351.219299999997,9846.94
2014-2015,Maroondah City Council,Metropolitan ,20147.0,11915.0,10417.0,12994.0,12994.0,45056.0,23411.0
2014-2015,Melbourne City Council,Metropolitan ,26418.1309,7894.0,7080.9199,50.98,50.98,34363.11090000001,7131.899899999999
2014-2015,Melton Shire Council,Metropolitan ,23518.0,11382.0,10586.0,6424.0,6279.0,41324.0,16865.0
2014-2015,Mildura Rural City Council,Loddon Mallee ,10980.75,6070.54,6070.54,0.0,0.0,17051.29,6070.54
2014-2015,Mitchell Shire Council,Goulburn Valley ,7470.0,3856.0,3856.0,0.0,0.0,11326.0,3856.0
2014-2015,Moira Shire Council,Goulburn Valley ,4841.0,2940.0,2940.0,1350.0,1343.0,9131.0,4283.0
2014-2015,Monash City Council,Metropolitan ,32121.0,16009.0,16009.0,19839.0,19839.0,67969.0,35848.0
2014-2015,Moonee Valley City Council,Metropolitan ,23552.0,10993.0,10255.0,7753.0,7698.0,42298.0,17953.0
2014-2015,Moorabool Shire Council,Grampians Central West ,5143.3198,2952.55,2752.55,0.0,0.0,8095.8698,2752.55
2014-2015,Moreland City Council,Metropolitan ,29556.6992,16012.0,13655.0,8485.0,8449.0,54053.6992,22104.0
2014-2015,Mornington Peninsula Shire Council,Metropolitan ,30012.8398,22139.8008,22139.8008,7485.9,7485.9,59638.54060000001,29625.700800000002
2014-2015,Mount Alexander Shire Council,Loddon Mallee ,2927.0,1651.55,1651.55,0.0,0.0,4578.55,1651.55
2014-2015,Moyne Shire Council,Barwon South West ,1860.0,1360.0,1360.0,1532.0,1532.0,4752.0,2892.0
2014-2015,Murrindindi Shire Council,Goulburn Valley ,2366.0,1341.01,1341.01,0.0,0.0,3707.01,1341.01
2014-2015,Nillumbik Shire Council,Metropolitan ,6184.0,7642.4702,7642.4702,7140.0,7140.0,20966.4702,14782.4702
2014-2015,Northern Grampians Shire Council,Grampians Central West ,2388.0,1483.0,1483.0,0.0,0.0,3871.0,1483.0
2014-2015,Port Phillip City Council,Metropolitan ,21302.0,11222.0,9482.0,0.0,0.0,32524.0,9482.0
2014-2015,Pyrenees Shire Council,Grampians Central West ,1812.0,380.0,0.0,90.0,90.0,2282.0,90.0
2014-2015,Queenscliffe Borough Council,Barwon South West ,1302.12,474.3,474.3,66.0,66.0,1842.4199999999998,540.3
2014-2015,South Gippsland Shire Council,Gippsland ,4149.0,2018.0,1857.0,0.0,0.0,6167.0,1857.0
2014-2015,Southern Grampians Shire Council,Barwon South West ,3500.0,1548.0,1548.0,320.0,320.0,5368.0,1868.0
2014-2015,Stonnington City Council,Metropolitan ,24347.0,10313.0,10138.0,3832.0,3832.0,38492.0,13970.0
2014-2015,Strathbogie Shire Council,Goulburn Valley ,1825.0,879.0,879.0,0.0,0.0,2704.0,879.0
2014-2015,Surf Coast Shire Council,Barwon South West ,5972.0,4275.0,4275.0,2873.0,2873.0,13120.0,7148.0
2014-2015,Swan Hill Rural City Council,Loddon Mallee ,3892.0,1836.0,1469.0,209.0,209.0,5937.0,1678.0
2014-2015,Towong Shire Council,North East ,1892.0,746.48,746.48,0.0,0.0,2638.48,746.48
2014-2015,Wangaratta Rural City Council,North East ,7417.98,3644.1001,3488.3999,0.0,0.0,11062.0801,3488.3999
2014-2015,Warrnambool City Council,Barwon South West ,5839.0,3709.0,3709.0,0.0,0.0,9548.0,3709.0
2014-2015,Wellington Shire Council,Gippsland ,7165.0,4655.7002,4252.2002,0.0,0.0,11820.7002,4252.2002
2014-2015,West Wimmera Shire Council,Grampians Central West ,901.0,210.0,183.0,0.0,0.0,1111.0,183.0
2014-2015,Whitehorse City Council,Metropolitan ,28682.0,17571.0,15883.0,12880.0,12880.0,59133.0,28763.0
2014-2015,Whittlesea City Council,Metropolitan ,39457.0,17383.0,15089.0,11290.0,11290.0,68130.0,26379.0
2014-2015,Wodonga City Council,North East ,7957.0,3441.0,3073.0,3091.0,3091.0,14489.0,6164.0
2014-2015,Wyndham City Council,Metropolitan ,41834.0,18059.5996,18059.5996,6367.7,6367.7,66261.2996,24427.299600000002
2014-2015,Yarra City Council,Metropolitan ,15342.0,9091.96,8406.96,347.0,347.0,24780.96,8753.96
2014-2015,Yarra Ranges Shire Council,Metropolitan ,29574.0,16922.0,14793.0,9388.0,9388.0,55884.0,24181.0
2014-2015,Yarriambiack Shire Council,Grampians Central West ,1760.0,566.0,550.0,0.0,0.0,2326.0,550.0
2015-2016,Alpine Shire Council,North East ,1578.1,1664.6801,1594.76,0.0,0.0,3242.7801,1594.76
2015-2016,Ararat Rural City Council,Grampians Central West ,2290.0,802.7,802.7,0.0,0.0,3092.7,802.7
2015-2016,Ballarat City Council,Grampians Central West ,23122.6602,11268.1699,10937.0898,0.0,0.0,34390.8301,10937.0898
2015-2016,Banyule City Council,Metropolitan ,20700.0,13185.0,12315.0,9487.0,9487.0,43372.0,21802.0
2015-2016,Bass Coast Shire Council,Gippsland ,8358.4199,4433.7598,3813.1399,0.0,0.0,12792.1797,3813.1399
2015-2016,Baw Baw Shire Council,Gippsland ,8713.0,4667.1699,4303.1299,4747.0,4699.54,18127.1699,9002.6699
2015-2016,Bayside City Council,Metropolitan ,21176.75,11353.5801,11353.5801,9973.0,9973.0,42503.3301,21326.5801
2015-2016,Benalla Rural City Council,North East ,2076.0,1599.13,1599.13,1433.63,1369.8,5108.76,2968.9300000000003
2015-2016,Boroondara City Council,Metropolitan ,37112.0,18559.1309,18559.1309,16861.0,16861.0,72532.1309,35420.130900000004
2015-2016,Brimbank City Council,Metropolitan ,42702.0,16760.0,13188.0,10147.0,10147.0,69609.0,23335.0
2015-2016,Buloke Shire Council,Loddon Mallee ,2641.0,846.0,846.0,0.0,0.0,3487.0,846.0
2015-2016,Campaspe Shire Council,Goulburn Valley ,7929.0,4109.0,4109.0,1302.0,1302.0,13340.0,5411.0
2015-2016,Cardinia Shire Council,Metropolitan ,17851.0,8815.0,8815.0,6042.0,6042.0,32708.0,14857.0
2015-2016,Casey City Council,Metropolitan ,55011.0,27314.0,27314.0,31140.0,31140.0,113465.0,58454.0
2015-2016,Central Goldfields Shire Council,Grampians Central West ,2355.0,1377.4,1308.4,294.0,294.0,4026.4,1602.4
2015-2016,Colac Otway Shire Council,Barwon South West ,4826.6299,2248.3,2248.3,2017.7,2017.7,9092.6299,4266.0
2015-2016,Corangamite Shire Council,Barwon South West ,1776.0,1024.4,1024.4,1565.0,1565.0,4365.4,2589.4
2015-2016,Darebin City Council,Metropolitan ,26865.0,14177.6904,12193.0,10034.0,10034.0,51076.6904,22227.0
2015-2016,East Gippsland Shire Council,Gippsland ,7517.0,4146.9399,4146.9399,4485.0,4485.0,16148.939900000001,8631.939900000001
2015-2016,Frankston City Council,Metropolitan ,25261.0,15600.4805,14921.8604,12684.0,12684.0,53545.4805,27605.860399999998
2015-2016,Gannawarra Shire Council,Loddon Mallee ,2489.0,1222.0,1222.0,267.0,600.0,3978.0,1822.0
2015-2016,Glen Eira City Council,Metropolitan ,31015.0,13476.0,13476.0,11177.0,11177.0,55668.0,24653.0
2015-2016,Glenelg Shire Council,Barwon South West ,2966.0,1526.5,1227.306,0.0,0.0,4492.5,1227.306
2015-2016,Golden Plains Shire Council,Grampians Central West ,4060.0,2687.0,2687.0,0.0,0.0,6747.0,2687.0
2015-2016,Greater Bendigo City Council,Loddon Mallee ,27252.0,10195.0,9142.0,0.0,0.0,37447.0,9142.0
2015-2016,Greater Dandenong City Council,Metropolitan ,29454.0,12456.0,10777.0,13043.0,13043.0,54953.0,23820.0
2015-2016,Greater Geelong City Council,Barwon South West ,45000.0,27508.3301,27508.3301,29500.0,29500.0,102008.33009999999,57008.3301
2015-2016,Greater Shepparton City Council,Goulburn Valley ,17117.6504,6710.5298,6710.5298,8470.9004,8470.9004,32299.0806,15181.4302
2015-2016,Hepburn Shire Council,Grampians Central West ,2611.0,1485.0,1109.0,0.0,0.0,4096.0,1109.0
2015-2016,Hindmarsh Shire Council,Grampians Central West ,1093.0,453.0,372.0,0.0,0.0,1546.0,372.0
2015-2016,Hobsons Bay City Council,Metropolitan ,18847.5605,10127.5596,9475.7803,7123.7002,7123.7002,36098.8203,16599.4805
2015-2016,Horsham Rural City Council,Grampians Central West ,5598.21,1799.27,1799.27,0.0,0.0,7397.48,1799.27
2015-2016,Hume City Council,Metropolitan ,44222.1602,16403.0,14764.0,5259.0,5259.0,65884.1602,20023.0
2015-2016,Indigo Shire Council,North East ,2040.0,1722.0,1722.0,2106.0,2106.0,5868.0,3828.0
2015-2016,Kingston City Council,Metropolitan ,31102.0,15162.0,14252.0,13757.0,13615.0,60021.0,27867.0
2015-2016,Knox City Council,Metropolitan ,28671.0,16482.0,13835.0,17744.0,17744.0,62897.0,31579.0
2015-2016,Latrobe City Council,Gippsland ,15115.0,5593.0,5593.0,8038.0,8038.0,28746.0,13631.0
2015-2016,Loddon Shire Council,Loddon Mallee ,2983.0,669.84,669.84,0.0,0.0,3652.84,669.84
2015-2016,Macedon Ranges Shire Council,Loddon Mallee ,8782.0,3876.1001,3876.1001,2556.7,2244.5,15214.8001,6120.6001
2015-2016,Manningham City Council,Metropolitan ,21686.9805,12155.3398,12155.3398,13698.089600000001,13698.089600000001,47540.4099,25853.4294
2015-2016,Mansfield Shire Council,North East ,2437.53,1259.89,1259.89,0.0,0.0,3697.42,1259.89
2015-2016,Maribyrnong City Council,Metropolitan ,18556.0,7020.3901,7020.3901,2097.0,2097.0,27673.3901,9117.3901
2015-2016,Maroondah City Council,Metropolitan ,20700.0,11716.0,10138.0,12544.0,12544.0,44960.0,22682.0
2015-2016,Melbourne City Council,Metropolitan ,21051.8594,9035.71,8105.0298,51.88,51.88,30139.449399999998,8156.9098
2015-2016,Melton Shire Council,Metropolitan ,25076.2598,11775.21,11775.21,9762.96,7445.77,46614.4298,19220.98
2015-2016,Mildura Rural City Council,Loddon Mallee ,11290.6201,5430.3599,5213.4502,0.0,0.0,16720.98,5213.4502
2015-2016,Mitchell Shire Council,Goulburn Valley ,7667.52,3940.7,3941.0,0.0,0.0,11608.220000000001,3941.0
2015-2016,Moira Shire Council,Goulburn Valley ,4513.0,3096.0,3096.0,3070.0,3057.0,10679.0,6153.0
2015-2016,Monash City Council,Metropolitan ,32389.0,14998.6201,14998.6201,17882.0,17882.0,65269.6201,32880.6201
2015-2016,Moonee Valley City Council,Metropolitan ,24169.0,11304.0,11304.0,7501.0,7501.0,42974.0,18805.0
2015-2016,Moorabool Shire Council,Grampians Central West ,5972.9502,3138.1399,2938.1399,0.0,0.0,9111.090100000001,2938.1399
2015-2016,Moreland City Council,Metropolitan ,30425.0,16419.0,13574.0,8598.0,8598.0,55442.0,22172.0
2015-2016,Mornington Peninsula Shire Council,Metropolitan ,30692.4199,22674.0,22674.0,8360.7402,8360.7402,61727.1601,31034.7402
2015-2016,Mount Alexander Shire Council,Loddon Mallee ,3131.4199,1363.01,1363.01,0.0,0.0,4494.4299,1363.01
2015-2016,Moyne Shire Council,Barwon South West ,1957.0,1239.0,1239.0,1545.0,1545.0,4741.0,2784.0
2015-2016,Murrindindi Shire Council,Goulburn Valley ,2471.8301,1359.88,1359.88,0.0,0.0,3831.7101000000002,1359.88
2015-2016,Nillumbik Shire Council,Metropolitan ,6423.52,7486.0,7486.0,7013.0,7013.0,20922.52,14499.0
2015-2016,Northern Grampians Shire Council,Grampians Central West ,2385.0,1292.0,1292.0,0.0,0.0,3677.0,1292.0
2015-2016,Port Phillip City Council,Metropolitan ,21458.0,11106.0,9784.0,0.0,0.0,32564.0,9784.0
